index,agency,numOfPositions,businessTitle,jobCategory,newLat,newLong,borough,salaryRangeTo,salaryRangeFrom,salaryFrequency,zip,jobCatCondensed
536,DEPT OF ENVIRONMENT PROTECTION,1,Emergency Manager,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.734879600000006,-73.86348939999998,Queens,78177.0,50362.0,Annual,11373.0,Managerial and Professional
537,DEPT OF ENVIRONMENT PROTECTION,1,Emergency Manager,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.734879600000006,-73.86348939999998,Queens,78177.0,50362.0,Annual,11373.0,Managerial and Professional
538,DEPT OF ENVIRONMENT PROTECTION,3,WATERSHED MAINTAINER,Building Operations & Maintenance,40.5080805,-74.2357454,Staten Island,55870.0,38197.0,Annual,10307.0,Operatives and Laborers
539,DEPT OF ENVIRONMENT PROTECTION,3,WATERSHED MAINTAINER,Building Operations & Maintenance,40.5080805,-74.2357454,Staten Island,55870.0,38197.0,Annual,10307.0,Operatives and Laborers
540,DEPT OF ENVIRONMENT PROTECTION,1,Watershed Maintainer,"Public Safety, Inspections, & Enforcement",40.63786959999999,-74.0736872,Staten Island,55870.0,38197.0,Annual,10304.0,Managerial and Professional
541,DEPT OF ENVIRONMENT PROTECTION,1,Watershed Maintainer,"Public Safety, Inspections, & Enforcement",40.63786959999999,-74.0736872,Staten Island,55870.0,38197.0,Annual,10304.0,Managerial and Professional
542,DEPT OF ENVIRONMENT PROTECTION,1,DEPUTY DIRECTOR OF CAPITAL BUDGET,"Finance, Accounting, & Procurement",40.7348102,-73.8644434,Queens,120000.0,48535.0,Annual,11373.0,Other
543,DEPT OF ENVIRONMENT PROTECTION,1,DEPUTY DIRECTOR OF CAPITAL BUDGET,"Finance, Accounting, & Procurement",40.7348102,-73.8644434,Queens,120000.0,48535.0,Annual,11373.0,Other
544,DEPT OF ENVIRONMENT PROTECTION,1,PROCUREMENT/NEGOTIATIONS ATTORNEY,"Legal Affairs Policy, Research & Analysis",40.7348102,-73.8644434,Queens,99394.0,66326.0,Annual,11373.0,Other
545,DEPT OF ENVIRONMENT PROTECTION,1,PROCUREMENT/NEGOTIATIONS ATTORNEY,"Legal Affairs Policy, Research & Analysis",40.7348102,-73.8644434,Queens,99394.0,66326.0,Annual,11373.0,Other
546,ADMIN FOR CHILDREN'S SVCS,1,Conference Facilitator,Social Services,40.7400973,-73.97559229999999,Manhattan,82093.0,67980.0,Annual,10016.0,Service
547,DEPT OF ENVIRONMENT PROTECTION,1,OFFICE LIAISON,Administration & Human Resources Communications & Intergovernmental Affairs,40.7348102,-73.8644434,Queens,58478.0,37251.0,Annual,11373.0,Other
548,DEPT OF ENVIRONMENT PROTECTION,1,OFFICE LIAISON,Administration & Human Resources Communications & Intergovernmental Affairs,40.7348102,-73.8644434,Queens,58478.0,37251.0,Annual,11373.0,Other
549,DEPT OF ENVIRONMENT PROTECTION,2,CONTRACT ADMINISTRATOR,"Finance, Accounting, & Procurement",40.7348102,-73.8644434,Queens,76677.0,47450.0,Annual,11373.0,Other
550,DEPT OF ENVIRONMENT PROTECTION,2,CONTRACT ADMINISTRATOR,"Finance, Accounting, & Procurement",40.7348102,-73.8644434,Queens,76677.0,47450.0,Annual,11373.0,Other
551,DEPT OF ENVIRONMENT PROTECTION,1,CONTRACTS ATTORNEY,"Legal Affairs Policy, Research & Analysis",40.7348102,-73.8644434,Queens,70353.0,57944.0,Annual,11373.0,Other
552,DEPT OF ENVIRONMENT PROTECTION,1,CONTRACTS ATTORNEY,"Legal Affairs Policy, Research & Analysis",40.7348102,-73.8644434,Queens,70353.0,57944.0,Annual,11373.0,Other
553,DEPARTMENT OF BUSINESS SERV.,1,"PROGRAM MANAGER, INDUSTRIAL BUSINESS SERVICE PROVIDER",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,39.5725,25.6256,Hourly,10038.0,Service
554,DEPARTMENT OF BUSINESS SERV.,1,"PROGRAM MANAGER, INDUSTRIAL BUSINESS SERVICE PROVIDER",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,39.5725,25.6256,Hourly,10038.0,Service
555,DEPT OF ENVIRONMENT PROTECTION,1,ASSISTANT PROJECT MANAGER,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,79726.0,53134.0,Annual,11373.0,Other
556,DEPT OF ENVIRONMENT PROTECTION,1,ASSISTANT PROJECT MANAGER,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,79726.0,53134.0,Annual,11373.0,Other
557,DEPARTMENT OF BUSINESS SERV.,1,"DIRECTOR, DATA AND OPERATIONS",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,70000.0,60435.0,Annual,10038.0,Service
558,DEPARTMENT OF BUSINESS SERV.,1,"DIRECTOR, DATA AND OPERATIONS",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,70000.0,60435.0,Annual,10038.0,Service
559,DEPT OF ENVIRONMENT PROTECTION,1,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,79726.0,53134.0,Annual,11373.0,Other
560,DEPT OF ENVIRONMENT PROTECTION,1,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,79726.0,53134.0,Annual,11373.0,Other
561,DEPARTMENT OF TRANSPORTATION,10,Civil Engineer 1,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,91347.0,63074.0,Annual,10041.0,Other
562,DEPARTMENT OF TRANSPORTATION,10,Civil Engineer 1,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,91347.0,63074.0,Annual,10041.0,Other
563,NYC EMPLOYEES RETIREMENT SYS,1,ASSOCIATE STAFF ANALYST,Administration & Human Resources,40.6934634,-73.9882453,Brooklyn,80000.0,65731.0,Annual,11201.0,Other
564,NYC EMPLOYEES RETIREMENT SYS,1,ASSOCIATE STAFF ANALYST,Administration & Human Resources,40.6934634,-73.9882453,Brooklyn,80000.0,65731.0,Annual,11201.0,Other
565,DEPT OF INFO TECH & TELECOMM,1,Hardware Engineer (MAINFRAME),"Technology, Data & Innovation",40.693364,-73.9857147,Brooklyn,100309.0,79471.0,Annual,11201.0,Other
566,LAW DEPARTMENT,1,Appraiser,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.713299299999996,-74.0101098,Manhattan,93151.0,68509.0,Annual,10007.0,Managerial and Professional
567,LAW DEPARTMENT,1,Appraiser,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.713299299999996,-74.0101098,Manhattan,93151.0,68509.0,Annual,10007.0,Managerial and Professional
568,DEPT OF HEALTH/MENTAL HYGIENE,2,"Budget Analyst, Bureau of Budget and Revenue/Budget Administration","Finance, Accounting, & Procurement",40.7157524,-74.002517,Manhattan,59400.0,42288.0,Annual,10013.0,Other
569,DEPT OF HEALTH/MENTAL HYGIENE,2,"Budget Analyst, Bureau of Budget and Revenue/Budget Administration","Finance, Accounting, & Procurement",40.7157524,-74.002517,Manhattan,59400.0,42288.0,Annual,10013.0,Other
570,OFFICE OF MANAGEMENT & BUDGET,2,ANALYST  PARKS,"Finance, Accounting, & Procurement Policy, Research & Analysis",40.7143284,-74.01091439999998,Manhattan,65433.0,43618.0,Annual,10007.0,Other
571,OFFICE OF MANAGEMENT & BUDGET,2,ANALYST  PARKS,"Finance, Accounting, & Procurement Policy, Research & Analysis",40.7143284,-74.01091439999998,Manhattan,65433.0,43618.0,Annual,10007.0,Other
572,DEPT OF ENVIRONMENT PROTECTION,2,Network Support Engineer,"Technology, Data & Innovation",40.7348102,-73.8644434,Queens,105581.0,67643.0,Annual,11373.0,Other
573,DEPT OF ENVIRONMENT PROTECTION,2,Network Support Engineer,"Technology, Data & Innovation",40.7348102,-73.8644434,Queens,105581.0,67643.0,Annual,11373.0,Other
574,DEPT OF HEALTH/MENTAL HYGIENE,1,Stationary Engineer,Building Operations & Maintenance,40.7383514,-73.97570259999998,Manhattan,60.84,60.84,Hourly,10016.0,Operatives and Laborers
575,DEPT OF ENVIRONMENT PROTECTION,1,Assistant Civil Engineer,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,61104.0,57720.0,Annual,11373.0,Other
576,DEPT OF ENVIRONMENT PROTECTION,1,Assistant Civil Engineer,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,61104.0,57720.0,Annual,11373.0,Other
577,DEPT OF ENVIRONMENT PROTECTION,1,ASSISTANT PROJECT MANAGER,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,79726.0,53134.0,Annual,11373.0,Other
578,DEPT OF ENVIRONMENT PROTECTION,1,ASSISTANT PROJECT MANAGER,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,79726.0,53134.0,Annual,11373.0,Other
579,DEPT OF INFO TECH & TELECOMM,1,PSAC Facility Operations Manager,"Technology, Data & Innovation",40.693364,-73.9857147,Brooklyn,115000.0,92065.0,Annual,11201.0,Other
580,LAW DEPARTMENT,29,Clerical Associate,"Administration & Human Resources Constituent Services & Community Programs Policy, Research & Analysis",40.713299299999996,-74.0101098,Manhattan,54879.0,33875.0,Annual,10007.0,Service
581,DEPT OF ENVIRONMENT PROTECTION,1,Assistant Civil Engineer,"Engineering, Architecture, & Planning",40.697968599999996,-73.96055009999998,Brooklyn,79726.0,53134.0,Annual,11205.0,Other
582,DEPT OF ENVIRONMENT PROTECTION,1,Assistant Civil Engineer,"Engineering, Architecture, & Planning",40.697968599999996,-73.96055009999998,Brooklyn,79726.0,53134.0,Annual,11205.0,Other
583,NYC EMPLOYEES RETIREMENT SYS,1,CERTIFIED IT DEVELOPER (APPLICATIONS),"Technology, Data & Innovation",40.6934634,-73.9882453,Brooklyn,121363.0,85823.0,Annual,11201.0,Other
584,NYC EMPLOYEES RETIREMENT SYS,1,CERTIFIED IT DEVELOPER (APPLICATIONS),"Technology, Data & Innovation",40.6934634,-73.9882453,Brooklyn,121363.0,85823.0,Annual,11201.0,Other
585,DEPT OF ENVIRONMENT PROTECTION,1,Financial Auditor,"Finance, Accounting, & Procurement Policy, Research & Analysis",40.7348102,-73.8644434,Queens,65000.0,52143.0,Annual,11373.0,Other
586,DEPT OF ENVIRONMENT PROTECTION,1,Financial Auditor,"Finance, Accounting, & Procurement Policy, Research & Analysis",40.7348102,-73.8644434,Queens,65000.0,52143.0,Annual,11373.0,Other
587,DEPT OF INFO TECH & TELECOMM,1,Senior Systems Engineer (Citrix),"Technology, Data & Innovation",40.693364,-73.9857147,Brooklyn,103000.0,85823.0,Annual,11201.0,Other
588,DEPARTMENT OF TRANSPORTATION,4,Civil Engineer 2,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,104182.0,74990.0,Annual,10041.0,Other
589,DEPARTMENT OF TRANSPORTATION,4,Civil Engineer 2,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,104182.0,74990.0,Annual,10041.0,Other
590,DEPARTMENT OF TRANSPORTATION,2,Civil Engineer 3,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,113725.0,83887.0,Annual,10041.0,Other
591,DEPARTMENT OF TRANSPORTATION,2,Civil Engineer 3,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,113725.0,83887.0,Annual,10041.0,Other
592,DEPT OF ENVIRONMENT PROTECTION,2,GIS Analyst,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,65678.0,59708.0,Annual,11373.0,Other
593,DEPT OF ENVIRONMENT PROTECTION,2,GIS Analyst,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,65678.0,59708.0,Annual,11373.0,Other
594,DEPT OF ENVIRONMENT PROTECTION,1,GIS Technician,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,60023.0,52194.0,Annual,11373.0,Other
595,DEPT OF ENVIRONMENT PROTECTION,1,GIS Technician,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,60023.0,52194.0,Annual,11373.0,Other
596,DEPT OF ENVIRONMENT PROTECTION,1,Engineering Technician I,"Public Safety, Inspections, & Enforcement",40.845786600000004,-73.89285439999998,The Bronx,41675.0,36239.0,Annual,10457.0,Managerial and Professional
597,DEPT OF ENVIRONMENT PROTECTION,1,Engineering Technician I,"Public Safety, Inspections, & Enforcement",40.845786600000004,-73.89285439999998,The Bronx,41675.0,36239.0,Annual,10457.0,Managerial and Professional
598,DEPT OF HEALTH/MENTAL HYGIENE,4,"Principal Administrative Associate, Bureau of Environmental Disease and Injury Prevention/Healthy Homes Program",Health,40.7157524,-74.002517,Manhattan,61341.84,49390.0,Annual,10013.0,Other
599,DEPT OF HEALTH/MENTAL HYGIENE,4,"Principal Administrative Associate, Bureau of Environmental Disease and Injury Prevention/Healthy Homes Program",Health,40.7157524,-74.002517,Manhattan,61341.84,49390.0,Annual,10013.0,Other
600,DEPT OF HEALTH/MENTAL HYGIENE,2,"Senior Advisor, Connections to Care,  Bureau of Systems Strengthening and Access","Health Policy, Research & Analysis",40.749357200000006,-73.93906190000001,Queens,88000.0,70286.0,Annual,11101.0,Other
601,DEPT OF HEALTH/MENTAL HYGIENE,2,"Senior Advisor, Connections to Care,  Bureau of Systems Strengthening and Access","Health Policy, Research & Analysis",40.749357200000006,-73.93906190000001,Queens,88000.0,70286.0,Annual,11101.0,Other
602,DEPARTMENT OF BUSINESS SERV.,1,DATA AND OPERATIONS ANALYST,Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,62000.0,46818.0,Annual,10038.0,Service
603,DEPARTMENT OF BUSINESS SERV.,1,DATA AND OPERATIONS ANALYST,Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,62000.0,46818.0,Annual,10038.0,Service
604,DEPT OF DESIGN & CONSTRUCTION,1,Director,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,161497.0,60435.0,Annual,11101.0,Other
605,DEPARTMENT OF TRANSPORTATION,5,Civil Engineer 2,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,104182.0,74990.0,Annual,10041.0,Other
606,DEPARTMENT OF TRANSPORTATION,5,Civil Engineer 2,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,104182.0,74990.0,Annual,10041.0,Other
607,DEPT OF HEALTH/MENTAL HYGIENE,1,Supervisor of the  Bureau of Environmental Disease and Injury Prevention/Healthy Homes Progam,"Health Public Safety, Inspections, & Enforcement",40.72764300000001,-73.937443,Brooklyn,64700.0,56261.0,Annual,11222.0,Managerial and Professional
608,DEPT OF HEALTH/MENTAL HYGIENE,1,Supervisor of the  Bureau of Environmental Disease and Injury Prevention/Healthy Homes Progam,"Health Public Safety, Inspections, & Enforcement",40.72764300000001,-73.937443,Brooklyn,64700.0,56261.0,Annual,11222.0,Managerial and Professional
609,DEPARTMENT OF INVESTIGATION,1,Investigator,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,60178.0,54165.0,Annual,10038.0,Managerial and Professional
610,DEPARTMENT OF INVESTIGATION,1,Investigator,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,60178.0,54165.0,Annual,10038.0,Managerial and Professional
611,HUMAN RIGHTS COMMISSION,1,Digital Communications Coordinator,Communications & Intergovernmental Affairs,40.7142973,-74.0043792,Manhattan,65000.0,60000.0,Annual,10007.0,Other
612,HUMAN RIGHTS COMMISSION,1,Digital Communications Coordinator,Communications & Intergovernmental Affairs,40.7142973,-74.0043792,Manhattan,65000.0,60000.0,Annual,10007.0,Other
613,DEPARTMENT OF TRANSPORTATION,5,Assistant Civil Engineer,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,79726.0,53134.0,Annual,10041.0,Other
614,DEPARTMENT OF TRANSPORTATION,5,Assistant Civil Engineer,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,79726.0,53134.0,Annual,10041.0,Other
615,DEPT OF ENVIRONMENT PROTECTION,1,Payment Analyst,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",40.734879600000006,-73.86348939999998,Queens,71794.0,49390.0,Annual,11373.0,Other
616,DEPT OF ENVIRONMENT PROTECTION,1,Payment Analyst,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",40.734879600000006,-73.86348939999998,Queens,71794.0,49390.0,Annual,11373.0,Other
617,DEPT OF HEALTH/MENTAL HYGIENE,1,"Supervising Public Health Nurse, Bureau of School Health/SH Nursing Services & Prof Dev",Health,40.8605938,-73.8902626,The Bronx,78429.0,78429.0,Annual,10458.0,Other
618,BUSINESS INTEGRITY COMMISSION,1,Computer Systems Manager,"Technology, Data & Innovation",40.713299299999996,-74.0101098,Manhattan,85000.0,80000.0,Annual,10007.0,Other
619,BUSINESS INTEGRITY COMMISSION,1,Computer Systems Manager,"Technology, Data & Innovation",40.713299299999996,-74.0101098,Manhattan,85000.0,80000.0,Annual,10007.0,Other
620,DEPT OF HEALTH/MENTAL HYGIENE,1,"Supervising Health Nurse, Bureau of School Health/SH Nursing Services & Prof Dev",Health,40.7959294,-73.9681724,Manhattan,73576.0,73576.0,Annual,10025.0,Other
621,DEPARTMENT OF BUSINESS SERV.,1,"DIRECTOR, CUSTOMIZED TRAINING PROGRAM",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,75000.0,60435.0,Annual,10038.0,Service
622,DEPARTMENT OF BUSINESS SERV.,1,"DIRECTOR, CUSTOMIZED TRAINING PROGRAM",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,75000.0,60435.0,Annual,10038.0,Service
623,DEPT OF ENVIRONMENT PROTECTION,1,Civil Engineer I,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,72535.0,63074.0,Annual,11373.0,Other
624,DEPT OF ENVIRONMENT PROTECTION,1,Civil Engineer I,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,72535.0,63074.0,Annual,11373.0,Other
625,DEPT OF ENVIRONMENT PROTECTION,1,Project Engineer,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",40.7348102,-73.8644434,Queens,90418.0,74990.0,Annual,11373.0,Managerial and Professional
626,DEPT OF ENVIRONMENT PROTECTION,1,Project Engineer,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",40.7348102,-73.8644434,Queens,90418.0,74990.0,Annual,11373.0,Managerial and Professional
627,FINANCIAL INFO SVCS AGENCY,1,MS EXCHANGE/WINDOWS ADMINISTRATOR,"Technology, Data & Innovation",40.753068799999994,-73.9994561,Manhattan,120000.0,100000.0,Annual,10001.0,Other
628,FINANCIAL INFO SVCS AGENCY,1,MS EXCHANGE/WINDOWS ADMINISTRATOR,"Technology, Data & Innovation",40.753068799999994,-73.9994561,Manhattan,120000.0,100000.0,Annual,10001.0,Other
629,BUSINESS INTEGRITY COMMISSION,1,Salesforce Specialist,"Technology, Data & Innovation",40.713299299999996,-74.0101098,Manhattan,85000.0,54643.0,Annual,10007.0,Other
630,TAXI & LIMOUSINE COMMISSION,3,Outreach Intern,"Constituent Services & Community Programs Policy, Research & Analysis",40.705097200000004,-74.01207099999998,Manhattan,17.9,13.5,Hourly,10004.0,Service
631,TAXI & LIMOUSINE COMMISSION,3,Outreach Intern,"Constituent Services & Community Programs Policy, Research & Analysis",40.705097200000004,-74.01207099999998,Manhattan,17.9,13.5,Hourly,10004.0,Service
632,TAXI & LIMOUSINE COMMISSION,50,Taxi and Limousine Inspector - Safety and Emissions,"Public Safety, Inspections, & Enforcement",40.7640041,-73.90229090000001,Queens,54018.0,38305.0,Annual,11377.0,Managerial and Professional
633,TAXI & LIMOUSINE COMMISSION,50,Taxi and Limousine Inspector - Safety and Emissions,"Public Safety, Inspections, & Enforcement",40.7640041,-73.90229090000001,Queens,54018.0,38305.0,Annual,11377.0,Managerial and Professional
